35a - Antenatal care coverage  at least one visit

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,324,Guinea,2012,Female,45.3,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,324,Guinea,2016,Female,62.7,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,324,Guinea,2018,Female,55.3,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,384,Côte d'Ivoire,2000,Female,62.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,384,Côte d'Ivoire,2005,Female,55.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,384,Côte d'Ivoire,2004,Female,68,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,384,Côte d'Ivoire,2006,Female,56.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,384,Côte d'Ivoire,2012,Female,59.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,384,Côte d'Ivoire,2016,Female,73.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,404,Kenya,2003,Female,41.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,404,Kenya,2000,Female,42.6,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,404,Kenya,2009,Female,43.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,404,Kenya,2014,Female,61.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,426,Lesotho,2000,Female,48.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,426,Lesotho,2009,Female,61.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,426,Lesotho,2004,Female,55.4,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,426,Lesotho,2014,Female,77.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,430,Liberia,2000,Female,50.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,430,Liberia,2007,Female,46.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,430,Liberia,2013,Female,61.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,450,Madagascar,2000,Female,47,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,450,Madagascar,2009,Female,43.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,450,Madagascar,2004,Female,51.3,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,450,Madagascar,2013,Female,44.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,454,Malawi,2000,Female,55.6,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,454,Malawi,2010,Female,71.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,454,Malawi,2004,Female,56.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,454,Malawi,2006,Female,53.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,454,Malawi,2014,Female,87.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,454,Malawi,2016,Female,89.8,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,466,Mali,2001,Female,40.6,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,466,Mali,2006,Female,49,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,466,Mali,2015,Female,43.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,466,Mali,2018,Female,67.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,478,Mauritania,2007,Female,57.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,478,Mauritania,2001,Female,53.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,478,Mauritania,2011,Female,65.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,478,Mauritania,2015,Female,69.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2003,Female,98.4,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2008,Female,99.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2000,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2005,Female,99.2,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2009,Female,99.4,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2010,Female,99.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2012,Female,99.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2014,Female,99.8,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2015,Female,99.8,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,480,Mauritius,2016,Female,99.8,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,508,Mozambique,2003,Female,47.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,508,Mozambique,2008,Female,55.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,508,Mozambique,2011,Female,54.3,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,508,Mozambique,2015,Female,73,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,516,Namibia,2000,Female,75.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,516,Namibia,2007,Female,81.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,516,Namibia,2013,Female,88.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,562,Niger,2000,Female,15.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,562,Niger,2006,Female,17.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,562,Niger,2012,Female,29.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,562,Niger,2015,Female,39.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,566,Nigeria,2003,Female,35.2,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,566,Nigeria,2008,Female,34.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,566,Nigeria,2011,Female,47.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,566,Nigeria,2013,Female,35.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,566,Nigeria,2017,Female,43,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,624,Guinea-Bissau,2000,Female,31.8,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,624,Guinea-Bissau,2010,Female,43,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,624,Guinea-Bissau,2006,Female,31,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,624,Guinea-Bissau,2014,Female,45,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,646,Rwanda,2008,Female,52.1,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,646,Rwanda,2000,Female,21.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife. NOTE: There was DHS available in 2000 with a value of 31.3,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,646,Rwanda,2005,Female,38.6,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,646,Rwanda,2010,Female,69,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,646,Rwanda,2015,Female,90.7,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,678,Sao Tome and Principe,2000,Female,78.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,81.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,678,Sao Tome and Principe,2006,Female,80.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,678,Sao Tome and Principe,2014,Female,92.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2000,Female,57.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2005,Female,51.9,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2004,Female,58,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2011,Female,65.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2013,Female,50.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2014,Female,59.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2015,Female,53.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2016,Female,58.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,686,Senegal,2017,Female,68.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2008,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2000,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2005,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2007,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2009,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2010,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2006,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2011,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,690,Seychelles,2012,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,694,Sierra Leone,2008,Female,42.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,694,Sierra Leone,2000,Female,37.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,694,Sierra Leone,2005,Female,40,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,694,Sierra Leone,2010,Female,60.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,694,Sierra Leone,2013,Female,59.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,694,Sierra Leone,2017,Female,81.6,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,706,Somalia,2006,Female,9.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,706,Somalia,2002,Female,24.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,710,South Africa,2003,Female,91.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,710,South Africa,2008,Female,94.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,710,South Africa,2016,Female,96.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,716,Zimbabwe,2009,Female,60.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,716,Zimbabwe,2006,Female,68.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,716,Zimbabwe,2011,Female,66.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,716,Zimbabwe,2014,Female,80,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,716,Zimbabwe,2015,Female,78.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,728,South Sudan,2010,Female,19.4,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,728,South Sudan,2006,Female,9.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,729,Sudan,2010,Female,72.5,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,729,Sudan,2006,Female,49.2,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,729,Sudan,2014,Female,77.7,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,748,Swaziland,2000,Female,65.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,748,Swaziland,2007,Female,69,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,748,Swaziland,2010,Female,82,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,748,Swaziland,2002,Female,74,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,748,Swaziland,2014,Female,88.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,768,Togo,2003,Female,60.8,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,768,Togo,2000,Female,35.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,768,Togo,2010,Female,43.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,768,Togo,2006,Female,52.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,768,Togo,2014,Female,44.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,800,Uganda,2000,Female,36,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,800,Uganda,2001,Female,39,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,800,Uganda,2006,Female,41.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,800,Uganda,2011,Female,57.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,800,Uganda,2016,Female,74.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,834,United Republic of Tanzania,2010,Female,48.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,834,United Republic of Tanzania,2004,Female,43.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,63.5,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,854,Burkina Faso,2003,Female,37.8,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,854,Burkina Faso,2010,Female,65.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,854,Burkina Faso,2006,Female,53.5,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,854,Burkina Faso,2015,Female,79.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,894,Zambia,2007,Female,45.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,894,Zambia,2002,Female,42.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Sub-Saharan Africa,894,Zambia,2014,Female,63.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2003,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2008,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2000,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2005,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2007,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2009,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
